what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288722938078
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288722938125
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288722993031
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288722993031
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1288722994125
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1288722994140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288722999922
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288723003172
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288723006859
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1288723006859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288723017640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288723019547
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1288723021187
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1288723021203
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288723023437
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1288723023437
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288723027922
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288723032375
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1288723033890
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1288723033906
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1288723037640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288723038422
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288723045500
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288723046828
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1288723046828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288723051140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288723053984
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1288723055922
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1288723055937
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1288723059031
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288723060015
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288723067453
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288723069594
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1288723069594
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288723420078
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1288723425140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288723425187
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1288723425187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288723428875
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288723431719
